scenario,cpu_speed,cpu_cores,cpu_threads,gpu_vram,ram_size,storage_space,psu_power,total_price,performance_score
Content Creation,3.6,4,8,4,4,1000,550,1909,10160.0
Gaming,3.7,4,8,8,32,1000,850,2464,2415.5
Home Office,3.7,12,24,12,96,2000,1000,1594,10997.0
Content Creation,3.6,4,8,8,16,2000,500,2595,20432.0
Gaming,3.1,4,4,11,32,250,600,1645,966.5
Gaming,3.2,8,16,3,32,500,750,2686,1348.0
Gaming,3.6,6,12,10,16,1000,850,2166,2394.0
Content Creation,3.4,8,16,4,32,1000,850,2544,10768.0
General Use,3.6,6,12,4,16,2000,850,2779,10156.8
Content Creation,4.7,12,24,8,32,2000,1500,2588,20848.0
Home Office,3.4,8,16,8,32,500,700,2079,2854.0
Content Creation,3.0,8,16,8,64,2000,1200,1947,21440.0
Home Office,3.8,8,16,4,32,2000,800,1442,10358.0
Home Office,3.5,4,8,8,16,1000,750,2041,5195.0
Workstation,3.8,6,12,8,48,250,1200,1985,9550.0
General Use,3.5,4,4,10,16,1000,600,2592,5156.0
Home Office,3.2,8,16,8,32,1000,650,2400,5352.0
Workstation,3.5,4,4,8,32,2000,600,2178,23700.0
Gaming,3.7,8,16,6,32,500,850,2306,1415.5
Content Creation,3.1,4,4,8,64,1000,1200,2709,11392.0
Home Office,3.1,4,4,8,32,2000,750,1711,10351.0
Gaming,3.2,4,8,8,32,500,550,1496,1408.0
Workstation,3.0,8,16,6,32,250,1000,2031,8260.0
Gaming,3.7,8,16,8,32,1000,550,2013,2455.5
Gaming,3.6,8,16,12,16,1000,650,1455,2454.0
Workstation,3.1,4,4,8,64,2000,850,1565,25590.0
General Use,3.6,4,8,12,16,2000,850,1500,10156.8
Home Office,3.6,12,24,8,64,1000,750,2450,5676.0
Content Creation,3.4,8,16,12,64,500,650,1553,6472.0
General Use,3.1,4,4,8,32,1000,1000,2545,5280.8
Gaming,3.1,4,4,6,32,1000,650,1923,2366.5
General Use,3.4,8,16,24,32,250,500,2337,1533.2
Workstation,3.6,6,12,4,64,1000,850,1778,15620.0
Home Office,3.2,4,8,12,8,1000,550,2249,5112.0
Gaming,3.6,8,16,8,32,500,700,1635,1454.0
Content Creation,3.4,8,16,10,16,2000,650,1769,20496.0
General Use,3.3,6,12,8,16,500,700,2129,2654.4
Workstation,3.7,8,16,12,16,2000,700,2264,23940.0
Home Office,3.2,8,16,12,32,1000,600,2490,5352.0
Gaming,3.8,8,16,8,32,500,1200,1864,1457.0
General Use,3.6,6,12,24,16,1000,600,2596,5156.8
General Use,3.8,8,16,6,32,1000,1600,1816,5286.4
General Use,3.6,8,16,6,32,1000,700,2089,5284.8
Home Office,3.8,8,16,8,32,500,1500,2089,2858.0
Gaming,3.2,4,8,8,16,2000,650,1474,4328.0
Content Creation,4.4,12,24,8,16,1000,750,2526,10528.0
Content Creation,3.6,6,12,8,64,500,850,2763,6416.0
General Use,3.6,8,16,8,32,1000,1200,1903,5284.8
General Use,3.3,6,12,10,32,1000,850,2687,5282.4
Gaming,3.7,4,8,12,64,1000,850,1976,2655.5
Workstation,3.6,4,8,6,64,1000,750,2065,15090.0
Workstation,3.7,6,12,8,64,250,400,1868,5870.0
Gaming,3.8,8,16,20,64,2000,750,2551,4857.0
Content Creation,3.7,4,8,8,16,500,600,2414,5432.0
Workstation,3.7,12,24,4,32,1000,850,1845,15070.0
Home Office,3.4,6,12,8,32,2000,1000,2583,10354.0
General Use,3.6,2,4,12,32,1000,700,2209,5284.8
General Use,3.4,8,16,8,64,1000,700,1877,5539.2
General Use,3.6,4,8,16,32,500,1000,2539,2784.8
General Use,3.5,4,4,8,32,1000,550,1988,5284.0
Gaming,3.6,8,16,20,32,2000,400,2036,4694.0
General Use,4.2,8,16,6,64,2000,1600,2010,10545.6
Home Office,4.5,16,32,8,16,500,750,2587,2705.0
Content Creation,4.2,8,16,8,16,500,850,2628,5480.0
General Use,3.2,4,8,8,32,2000,750,2758,10281.6
Workstation,4.2,8,16,8,8,500,550,1552,8030.0
Workstation,3.7,8,16,8,32,1000,750,2860,14510.0
Gaming,3.1,4,4,24,32,1000,850,1961,2726.5
Home Office,3.1,4,4,8,32,2000,850,1976,10351.0
Workstation,3.6,6,12,6,64,1000,750,2213,15120.0
Workstation,3.7,4,8,8,32,2000,1200,2270,26700.0
Content Creation,3.2,8,16,6,16,2000,850,1770,20464.0
Home Office,3.5,4,8,8,16,500,850,2136,2695.0
General Use,3.6,6,12,8,16,500,600,2116,2656.8
Workstation,3.6,6,12,16,32,1000,600,1449,13730.0
Content Creation,3.6,4,8,8,16,1000,550,2105,10432.0
Workstation,3.6,8,16,8,32,500,1000,2395,10760.0
Workstation,3.4,8,16,8,32,1000,750,2561,14510.0
Home Office,4.2,8,16,16,64,1000,850,2221,5682.0
Content Creation,3.7,4,8,12,32,500,750,2822,5784.0
Home Office,3.5,4,8,8,16,500,650,2605,2695.0
Gaming,3.8,8,16,16,32,1000,1250,1883,2617.0
Home Office,4.4,12,24,3,32,2000,600,2202,10364.0
Home Office,3.5,4,4,16,16,2000,700,2297,10195.0
General Use,3.7,4,8,24,32,1000,450,1925,5285.6
Workstation,3.5,4,4,8,32,250,850,2231,7450.0
Content Creation,3.6,8,16,8,16,1000,650,2618,10480.0
Home Office,4.5,8,16,3,64,500,600,2082,3185.0
Gaming,3.4,8,16,6,32,500,700,2478,1411.0
General Use,3.6,4,8,12,16,500,850,2424,2656.8
Gaming,3.1,4,4,6,32,2000,650,2233,4366.5
Content Creation,4.2,8,16,8,32,250,650,2199,3300.0
Workstation,3.7,4,8,12,16,1000,650,2533,13630.0
Workstation,3.6,4,8,8,96,2000,550,1580,24730.0
Home Office,3.6,4,8,8,32,1000,450,1807,5356.0
Content Creation,3.4,8,16,8,32,500,650,1850,5800.0
Home Office,3.2,4,8,11,64,1000,600,1816,5672.0
Content Creation,3.8,8,16,8,16,1000,400,1281,10480.0
Workstation,3.4,8,16,8,32,1000,800,2800,14760.0
Content Creation,3.4,8,16,12,32,500,1000,1625,5832.0
Content Creation,3.7,4,8,8,32,1000,1200,1741,10752.0
Home Office,3.2,4,8,6,16,1000,700,2031,5192.0
Home Office,3.8,8,16,8,32,1000,650,2130,5358.0
General Use,3.4,8,16,24,64,2000,550,2457,10539.2
General Use,3.8,8,16,2,64,1000,1250,2888,5542.4
Gaming,3.5,6,12,8,32,2000,650,1971,4432.5
General Use,3.5,4,4,4,64,250,600,2194,1790.0
Content Creation,3.4,8,16,4,32,2000,500,2702,20768.0
General Use,3.4,6,12,8,32,1000,750,1587,5283.2
General Use,3.2,4,8,4,32,250,750,1656,1531.6
Home Office,3.4,6,12,8,16,1000,750,2611,5194.0
Gaming,3.2,4,8,6,16,2000,600,2254,4288.0
Workstation,3.3,6,12,8,16,1000,650,2525,13660.0
Home Office,3.6,4,8,8,16,1000,800,2515,5196.0
Content Creation,3.6,4,8,8,96,1000,1500,2439,12032.0
General Use,3.9,6,12,8,64,1000,650,1975,5543.2
Workstation,3.8,8,16,8,16,500,850,2390,9690.0
Gaming,3.7,4,8,11,64,250,850,2472,1135.5
General Use,3.8,8,16,8,64,2000,500,1585,10542.4
Home Office,4.7,6,12,6,8,1000,550,2321,5127.0
Home Office,3.4,6,12,8,32,1000,1250,2800,5354.0
Content Creation,3.4,8,16,8,32,250,850,2555,3300.0
Home Office,3.6,8,16,8,16,1000,750,2047,5196.0
Home Office,3.4,8,16,4,32,1000,600,1999,5354.0
Home Office,3.8,4,4,6,32,250,750,1726,1608.0
Workstation,3.9,6,12,8,32,2000,1000,1832,25730.0
General Use,3.5,4,4,8,32,1000,850,2001,5284.0
Workstation,3.7,8,16,8,16,1000,850,2181,14690.0
Gaming,3.6,4,8,8,16,2000,550,1445,4334.0
Gaming,3.5,4,4,24,16,1000,550,2395,2652.5
Home Office,3.7,4,8,8,16,1000,550,1866,5197.0
Gaming,3.1,4,4,8,64,1000,1000,1027,2566.5
General Use,3.4,8,16,6,32,250,800,2065,1533.2
Home Office,3.2,4,8,8,16,1000,850,2183,5192.0
Home Office,3.6,4,8,4,32,500,850,2912,2856.0
General Use,3.7,4,8,6,32,2000,1000,1903,10285.6
Workstation,3.5,4,4,8,64,250,750,2301,7590.0
General Use,3.6,2,4,8,32,500,1600,1261,2784.8
Content Creation,3.6,8,16,24,64,2000,600,2143,21568.0
Gaming,3.0,8,16,12,16,1000,500,2546,2445.0
Content Creation,3.8,8,16,8,64,1000,650,1874,11440.0
Home Office,3.7,8,16,2,64,2000,750,1639,10677.0
Home Office,3.6,8,16,12,32,2000,650,1700,10356.0
Content Creation,3.6,6,12,12,32,2000,550,1324,20808.0
General Use,3.4,6,12,8,8,2000,400,2399,10091.2
Content Creation,3.4,8,16,6,16,1000,850,1461,10464.0
Content Creation,3.2,4,8,16,64,1000,550,1342,11456.0
General Use,3.4,8,16,8,32,2000,500,1719,10283.2
Gaming,3.0,8,16,8,32,500,750,1675,1445.0
Home Office,3.7,4,8,8,96,2000,850,2261,10997.0
Gaming,3.1,4,4,16,16,1000,750,2639,2486.5
Content Creation,3.6,4,8,8,16,250,1000,1890,2932.0
Content Creation,3.7,6,12,8,32,500,1200,2108,5776.0
Gaming,4.5,16,32,16,16,2000,850,2550,4627.5
Workstation,3.3,6,12,10,32,2000,1000,2247,25730.0
General Use,3.6,4,8,8,64,2000,650,1895,10540.8
Content Creation,3.4,8,16,2,48,1000,650,2386,11072.0
Gaming,3.6,8,16,12,32,2000,750,1324,4534.0
General Use,3.7,12,24,16,16,250,550,2451,1407.6
General Use,3.6,6,12,16,32,1000,850,2369,5284.8
Home Office,3.4,8,16,8,64,2000,1000,1509,10674.0
Workstation,3.1,4,4,11,16,2000,850,1744,24630.0
Workstation,3.7,6,12,8,32,1000,1000,2596,15730.0
Content Creation,3.7,6,12,16,4,2000,1200,2188,20280.0
Workstation,3.2,4,8,6,32,1000,550,2216,13450.0
General Use,3.4,8,16,8,64,2000,1250,1391,10539.2
General Use,3.7,6,12,16,32,1000,500,2791,5285.6
General Use,3.4,8,16,8,16,1000,750,2263,5155.2
Home Office,3.6,4,8,8,64,2000,550,2209,10676.0
General Use,3.6,8,16,8,16,2000,850,1946,10156.8
General Use,3.5,4,4,8,16,2000,850,2288,10156.0
Content Creation,3.8,8,16,12,32,1000,650,1799,10832.0
Home Office,3.4,8,16,6,32,2000,650,2534,10354.0
Content Creation,3.8,8,16,6,16,1000,750,2480,10464.0
Gaming,3.2,4,8,16,64,1000,650,2289,2728.0
Gaming,3.7,6,12,8,32,500,1200,1976,1435.5
Gaming,3.6,12,24,8,8,2000,800,1979,4374.0
General Use,3.7,4,8,10,32,1000,750,2575,5285.6
Home Office,3.3,6,12,4,96,2000,750,1740,10993.0
General Use,3.3,6,12,6,8,2000,600,2258,10090.4
Content Creation,3.3,6,12,4,16,2000,850,2265,20424.0
Home Office,3.2,4,8,20,64,500,650,2598,3172.0
Content Creation,3.4,8,16,8,64,2000,700,2466,21440.0
Gaming,3.3,6,12,10,16,250,650,1786,889.5
Home Office,3.6,2,4,10,32,1000,650,2923,5356.0
Home Office,3.2,8,16,12,32,250,650,2454,1602.0
Gaming,3.7,8,16,4,16,1000,650,1972,2295.5
Home Office,3.6,4,8,6,64,1000,500,2284,5676.0
Home Office,3.5,4,4,8,32,1000,1100,1372,5355.0
General Use,3.6,6,12,6,32,2000,1000,1908,10284.8
General Use,3.6,8,16,8,128,1000,1000,2071,6052.8
Gaming,3.8,8,16,6,32,1000,650,1879,2417.0
Content Creation,3.6,4,8,12,32,500,850,2419,5784.0
Gaming,3.1,4,4,8,16,2000,850,2533,4326.5
Home Office,3.6,6,12,10,32,1000,1500,2040,5356.0
Workstation,3.2,4,8,8,32,1000,1000,1650,15700.0
Workstation,3.5,4,8,12,64,1000,750,1718,15090.0
Home Office,3.7,6,12,11,32,2000,550,2491,10357.0
Workstation,3.7,8,16,11,64,1000,700,2035,14900.0
Home Office,4.7,6,12,16,16,1000,1100,1506,5207.0
Content Creation,3.7,6,12,16,32,500,750,2131,5840.0
General Use,3.5,4,4,8,32,2000,750,2270,10284.0
Content Creation,3.4,8,16,4,32,1000,1000,2042,10768.0
Gaming,3.7,8,16,24,8,1000,650,2654,2655.5
General Use,3.5,4,4,24,16,500,1200,1410,2656.0
Content Creation,3.4,6,12,11,64,1000,1300,2253,11440.0
Workstation,3.1,4,4,4,16,1000,1000,2718,15380.0
Content Creation,3.6,6,12,10,16,2000,650,2270,20472.0
Content Creation,3.2,4,8,12,32,2000,750,1620,20784.0
Workstation,3.4,8,16,12,64,500,750,1837,10150.0
General Use,3.7,8,16,8,32,2000,850,1815,10285.6
Content Creation,3.8,6,12,16,16,1000,750,2418,10520.0
General Use,3.1,4,4,8,32,500,600,2054,2780.8
Workstation,3.3,6,12,8,96,250,750,1810,8260.0
Content Creation,4.2,16,32,6,64,2000,700,2225,21520.0
Gaming,3.6,8,16,8,32,1000,750,2608,2454.0
Workstation,3.6,8,16,16,16,1000,750,2482,14190.0
Home Office,3.4,8,16,16,32,250,700,2523,1604.0
Gaming,3.4,8,16,10,16,2000,850,1507,4411.0
Home Office,3.8,8,16,16,16,1000,2000,2548,5198.0
Gaming,4.5,16,32,10,32,500,850,2186,1587.5
Home Office,3.6,12,24,8,32,500,450,2344,2856.0
Gaming,3.1,4,4,8,32,1000,500,2287,2406.5
Content Creation,3.4,6,12,12,32,1000,850,2445,10808.0
Content Creation,3.2,8,16,8,64,1000,550,1866,11440.0
Home Office,3.2,8,16,8,32,2000,650,1944,10352.0
Content Creation,3.8,8,16,24,32,500,750,1619,5928.0
Workstation,3.2,4,8,6,32,250,650,1774,6450.0
Workstation,3.6,4,8,16,16,2000,750,2992,24130.0
Gaming,3.4,8,16,6,16,1000,850,2140,2331.0
Content Creation,3.8,4,4,8,64,1000,1000,2476,11392.0
General Use,3.5,4,4,2,32,1000,750,2448,5284.0
Content Creation,3.0,8,16,8,32,1000,750,2366,10800.0
Home Office,3.8,8,16,11,32,1000,850,2659,5358.0
Home Office,3.0,8,16,4,32,2000,750,1576,10350.0
Content Creation,3.6,4,8,11,16,1000,1000,2819,10456.0
Gaming,3.4,6,12,8,16,1000,700,2769,2351.0
Content Creation,3.5,6,12,8,16,1000,1000,3006,10456.0
Home Office,3.4,8,16,8,16,1000,850,2667,5194.0
Content Creation,3.5,4,4,8,16,2000,650,2035,20432.0
Gaming,3.6,8,16,8,16,1000,500,1620,2374.0
Home Office,3.6,2,4,8,32,2000,550,2753,10356.0
Workstation,3.6,4,8,20,32,1000,850,2574,14950.0
Gaming,3.4,8,16,4,64,250,850,2514,1031.0
Content Creation,3.5,4,8,6,32,2000,650,2364,20736.0
Content Creation,3.6,4,8,8,32,500,750,2240,5752.0
Home Office,3.6,4,8,24,64,500,1000,1628,3176.0
Home Office,3.6,2,4,11,64,1000,1000,1800,5676.0
Content Creation,3.7,4,8,8,16,1000,850,2631,10432.0
General Use,3.6,6,12,8,8,2000,1200,1741,10092.8
General Use,3.4,8,16,8,32,1000,750,2659,5283.2
General Use,3.5,4,4,8,32,500,750,2244,2784.0
Content Creation,3.6,6,12,8,32,500,850,2698,5776.0
Gaming,3.7,4,8,8,32,1000,750,1682,2415.5
General Use,3.1,4,4,4,16,250,550,2325,1402.8
Home Office,3.7,8,16,16,64,1000,650,2741,5677.0
Gaming,3.4,6,12,24,64,2000,750,2885,4911.0
Content Creation,3.2,8,16,8,32,1000,550,2467,10800.0
General Use,3.7,6,12,12,64,1000,750,1968,5541.6
Home Office,3.6,4,8,10,16,2000,850,2433,10196.0
Workstation,3.5,4,4,6,32,500,550,2080,8450.0
Content Creation,3.4,8,16,10,128,2000,650,2037,22736.0
General Use,4.7,12,24,8,16,1000,550,2596,5165.6
General Use,3.6,6,12,10,32,250,750,2317,1534.8
Content Creation,4.5,16,32,12,64,500,750,1659,6568.0
Workstation,3.6,2,4,8,32,1000,650,2257,13920.0
Content Creation,3.3,6,12,4,64,2000,500,2653,21384.0
Gaming,3.4,8,16,8,16,2000,600,3000,4371.0
Gaming,3.6,8,16,11,32,1000,850,2670,2514.0
Home Office,3.6,6,12,16,64,2000,650,2066,10676.0
Workstation,3.7,8,16,8,16,1000,750,1490,14190.0
Home Office,3.5,4,4,16,64,1000,1300,2056,5675.0
Workstation,3.6,6,12,12,32,250,1050,1722,8480.0
Workstation,3.4,6,12,8,16,2000,850,2507,24660.0
General Use,3.8,8,16,16,16,2000,750,1714,10158.4
General Use,3.6,4,8,6,16,500,1000,2300,2656.8
Home Office,3.6,8,16,16,32,1000,750,2232,5356.0
Content Creation,3.4,6,12,8,16,500,850,2019,5456.0
Content Creation,3.1,4,4,8,64,2000,1200,1843,21392.0
General Use,3.8,4,4,8,16,1000,700,1577,5158.4
General Use,3.6,4,8,8,4,2000,550,1798,10060.8
Content Creation,3.5,4,4,8,64,2000,650,2363,21392.0
General Use,3.7,8,16,12,96,1000,650,1755,5797.6
Workstation,3.0,8,16,6,16,1000,850,2346,14690.0
Workstation,3.2,8,16,8,32,1000,750,1716,14510.0
Content Creation,3.7,8,16,4,64,500,650,2789,6408.0
Home Office,3.5,6,12,4,16,500,850,2331,2695.0
Home Office,3.8,8,16,8,16,1000,1200,1699,5198.0
Home Office,3.6,6,12,8,16,1000,850,1963,5196.0
General Use,3.5,4,4,8,32,2000,650,1195,10284.0
Workstation,3.7,4,8,8,64,2000,650,2325,24590.0
Home Office,3.0,8,16,8,32,1000,550,2391,5350.0
General Use,3.8,8,16,12,32,1000,650,2355,5286.4
General Use,3.9,6,12,12,64,1000,400,2226,5543.2
Workstation,3.6,6,12,12,16,1000,400,2304,12410.0
Workstation,3.5,4,4,24,64,1000,650,2445,14590.0
Gaming,3.4,8,16,12,16,250,700,2620,951.0
Workstation,3.4,6,12,6,128,2000,850,1892,26900.0
General Use,3.6,6,12,6,32,1000,1000,2488,5284.8
Content Creation,3.2,8,16,8,32,2000,600,2308,20800.0
Gaming,3.2,4,8,8,32,2000,550,1746,4408.0
Content Creation,3.2,4,8,11,128,1000,600,1847,12696.0
Workstation,3.4,8,16,8,32,2000,500,2243,23260.0
Home Office,3.6,4,8,12,16,250,750,1646,1446.0
Workstation,3.8,8,16,24,16,2000,600,2366,23440.0
Gaming,3.6,6,12,8,32,1000,650,1668,2434.0
General Use,4.5,8,16,8,32,1000,650,1285,5292.0
Workstation,3.7,6,12,8,16,1000,650,2804,13660.0
Workstation,3.2,8,16,20,64,1000,650,1667,14650.0
General Use,4.5,8,16,3,32,1000,850,2365,5292.0
General Use,3.7,8,16,8,16,2000,750,2169,10157.6
Workstation,3.6,8,16,11,32,2000,1300,1414,27260.0
Content Creation,3.2,4,8,8,8,2000,850,2475,20272.0
General Use,3.6,6,12,8,64,2000,500,1763,10540.8
General Use,3.3,6,12,4,64,250,850,1828,1788.4
Workstation,3.6,4,8,8,32,2000,1000,1831,25700.0
Gaming,3.6,2,4,8,32,2000,850,2096,4394.0
Workstation,3.1,4,4,4,16,500,1200,2343,11380.0
Gaming,3.4,8,16,12,32,1000,850,2736,2531.0
Workstation,3.7,4,8,8,16,1000,750,1942,14130.0
Gaming,3.4,8,16,8,32,2000,500,1359,4451.0
General Use,3.4,8,16,8,32,2000,750,2053,10283.2
Workstation,3.6,4,8,8,64,500,550,2918,9090.0
General Use,3.0,8,16,8,16,500,600,2350,2652.0
Content Creation,3.1,4,4,4,8,500,550,2651,5240.0
Workstation,3.6,2,4,8,64,1000,650,2633,14560.0
Content Creation,3.6,6,12,24,64,1000,1250,2747,11544.0
Home Office,3.6,4,8,12,32,500,650,2262,2856.0
General Use,3.1,4,4,12,32,1000,600,1881,5280.8
General Use,3.6,4,8,8,32,250,850,2594,1534.8
Home Office,3.4,6,12,12,32,250,650,1992,1604.0
Content Creation,3.2,4,8,16,8,1000,850,2616,10336.0
Workstation,3.2,4,8,8,96,500,750,2208,10730.0
Content Creation,3.6,2,4,8,16,1000,750,1929,10408.0
Home Office,3.2,4,8,8,16,1000,850,2117,5192.0
Home Office,3.2,4,8,8,16,1000,850,2156,5192.0
General Use,3.6,4,8,2,64,500,850,2039,3040.8
Gaming,3.2,4,8,8,16,500,850,2262,1328.0
Content Creation,3.6,6,12,4,32,2000,850,2699,20744.0
Content Creation,3.6,6,12,24,64,2000,650,2059,21544.0
Home Office,3.7,8,16,24,64,1000,650,2351,5677.0
Gaming,3.6,4,8,8,64,1000,1300,1852,2574.0
Gaming,3.6,6,12,12,32,2000,850,2422,4514.0
Workstation,3.6,2,4,8,16,1000,450,2843,12600.0
General Use,4.7,6,12,4,64,250,1000,2206,1799.6
General Use,4.7,12,24,6,64,2000,750,2113,10549.6
Gaming,3.2,8,16,8,32,1000,650,1674,2448.0
General Use,3.4,8,16,8,64,2000,600,2438,10539.2
General Use,3.3,6,12,24,64,500,950,1948,3038.4
Gaming,3.6,6,12,12,32,1000,850,2735,2514.0
Gaming,3.1,4,4,16,16,250,650,2467,986.5
Gaming,3.6,2,4,11,32,1000,1000,1950,2454.0
Content Creation,3.8,8,16,8,16,1000,550,2673,10480.0
Content Creation,3.8,6,12,10,128,500,500,1639,7712.0
Workstation,3.6,4,8,24,16,500,650,2769,8630.0
General Use,3.6,8,16,6,32,1000,1000,1939,5284.8
Gaming,3.5,4,4,16,64,2000,550,1912,4732.5
General Use,3.5,6,12,8,16,500,1000,2798,2656.0
Content Creation,3.6,4,8,12,16,250,600,2385,2964.0
Workstation,3.6,2,4,24,16,1000,1200,2443,16350.0
Workstation,3.1,4,4,11,32,2000,550,2303,23450.0
Content Creation,3.6,2,4,8,32,250,1200,2636,3228.0
Content Creation,3.6,8,16,8,32,1000,650,1586,10800.0
General Use,3.6,6,12,24,16,2000,850,1914,10156.8
Gaming,3.6,4,8,4,64,500,1000,1722,1494.0
Content Creation,3.7,6,12,11,32,1000,1200,2881,10800.0
Home Office,3.5,4,4,8,32,1000,550,1380,5355.0
Workstation,3.6,2,4,8,64,2000,850,1931,25560.0
General Use,3.6,6,12,16,32,1000,650,1810,5284.8
Home Office,3.4,8,16,16,32,1000,600,2516,5354.0
Content Creation,3.0,8,16,12,32,250,550,2657,3332.0
Content Creation,3.7,6,12,8,64,1000,700,2900,11416.0
Content Creation,3.2,8,16,11,32,250,1000,1996,3324.0
Content Creation,3.5,4,4,4,16,500,550,1806,5400.0
Home Office,3.6,4,8,8,64,500,1200,1428,3176.0
Content Creation,3.4,8,16,4,16,1000,550,1350,10448.0
Workstation,3.6,8,16,8,32,2000,750,2108,24510.0
General Use,4.2,16,32,24,32,1000,400,1783,5289.6
Workstation,4.2,16,32,4,16,1000,650,2719,13810.0
Gaming,4.7,12,24,8,16,500,600,1859,1430.5
Workstation,3.7,4,8,12,32,1000,1200,2348,16700.0
Gaming,3.5,4,4,8,16,1000,550,1646,2332.5
Home Office,3.7,4,8,8,16,250,750,1530,1447.0
Home Office,3.6,6,12,8,64,250,850,1632,1926.0
Content Creation,3.2,8,16,8,96,2000,750,1477,22080.0
Content Creation,3.1,4,4,8,32,2000,850,2344,20752.0
General Use,3.2,8,16,8,32,1000,1000,2646,5281.6
Gaming,3.6,4,8,11,32,2000,650,1719,4474.0
Gaming,3.6,2,4,8,32,1000,750,1845,2394.0
Workstation,3.2,8,16,11,64,500,800,2416,10400.0
Workstation,3.8,4,4,11,32,1000,1000,1795,15700.0
General Use,3.7,4,8,8,32,1000,1000,1613,5285.6
Gaming,3.7,4,8,16,8,1000,850,2733,2455.5
Gaming,3.5,4,4,8,16,1000,850,2252,2332.5
Content Creation,3.4,8,16,12,32,1000,500,2800,10832.0
Home Office,3.7,6,12,8,32,500,500,1765,2857.0
General Use,3.6,12,24,11,32,500,1000,2357,2784.8
Home Office,3.5,4,4,8,32,1000,600,2333,5355.0
Workstation,3.0,8,16,12,32,1000,600,2711,13760.0
Content Creation,3.7,8,16,16,16,1000,1200,2275,10544.0
Gaming,3.6,4,8,8,48,1000,550,2124,2494.0
Gaming,3.1,4,4,8,16,2000,550,2673,4326.5
General Use,3.7,4,8,4,16,2000,500,2014,10157.6
Content Creation,3.4,8,16,8,8,1000,1000,2614,10320.0
Home Office,3.7,4,8,8,32,1000,600,2618,5357.0
Workstation,3.1,4,4,8,32,2000,750,1981,24450.0
Content Creation,3.1,4,4,12,64,1000,700,2317,11424.0
Home Office,3.8,6,12,12,32,2000,1000,2799,10358.0
Home Office,3.0,8,16,8,256,2000,700,2549,12590.0
Content Creation,3.5,6,12,8,64,2000,850,1462,21416.0
Content Creation,3.6,8,16,8,16,1000,1600,1875,10480.0
Gaming,3.6,6,12,6,48,1000,600,1950,2474.0
General Use,3.6,4,8,8,64,1000,600,2318,5540.8
Workstation,3.6,4,8,8,32,500,650,1678,8950.0
General Use,3.1,4,4,11,32,2000,750,2910,10280.8
General Use,3.6,4,8,16,32,1000,750,2660,5284.8
Gaming,3.6,4,8,11,16,1000,1200,2539,2394.0
Home Office,3.6,8,16,4,32,500,650,2206,2856.0
Gaming,3.1,4,4,8,48,500,600,2043,1486.5
Home Office,3.2,8,16,8,8,2000,1600,1742,10112.0
General Use,3.6,6,12,16,64,1000,750,1710,5540.8
Gaming,3.3,6,12,20,32,1000,1000,1529,2669.5
Home Office,3.5,4,4,20,16,1000,750,1479,5195.0
Home Office,3.4,6,12,16,16,1000,1600,2186,5194.0
Home Office,3.7,8,16,8,32,2000,1200,2405,10357.0
Gaming,3.4,6,12,4,16,2000,850,2611,4271.0
Workstation,3.7,6,12,8,8,1000,850,2834,14500.0
Content Creation,3.0,8,16,8,8,500,750,1832,5320.0
General Use,3.6,4,8,3,64,500,850,1966,3040.8
General Use,3.6,2,4,16,32,1000,800,2415,5284.8
Workstation,3.6,8,16,8,64,2000,1250,2207,27650.0
General Use,3.7,8,16,8,32,1000,1000,1118,5285.6
General Use,3.6,4,8,16,64,1000,750,1962,5540.8
General Use,3.4,8,16,8,16,2000,500,2253,10155.2
Workstation,3.7,4,8,20,8,500,650,2134,8470.0
Workstation,3.6,4,8,6,16,500,850,2497,9630.0
Workstation,3.1,4,4,6,16,1000,850,2142,14630.0
Gaming,3.7,6,12,11,16,2000,1300,2177,4415.5
Home Office,3.6,4,8,8,128,2000,850,1840,11316.0
Workstation,3.2,4,8,16,16,1000,1000,2362,15380.0
Workstation,3.6,4,8,4,32,500,850,2174,9950.0
Gaming,3.4,8,16,8,48,2000,1000,1678,4531.0
Gaming,3.6,6,12,11,32,2000,850,2090,4494.0
Content Creation,3.5,4,4,8,64,2000,1000,2072,21392.0
Workstation,3.5,6,12,8,32,500,750,2108,9480.0
Content Creation,3.8,4,4,16,16,1000,850,2497,10496.0
Gaming,3.2,4,8,11,8,1000,1200,2831,2348.0
Workstation,3.7,6,12,8,32,1000,750,2485,14480.0
